DATA_DO_PREGAO,PRECO_MEDIO,CODIGO_DE_NEGOCIACAO,NOME_DA_EMPRESA,QUANTIDADE_NEGOCIADA
2024-01-02,9.32,AALR3,ALLIAR,430400.0
2024-01-02,13.67,ABEV3,AMBEV S/A,11690200.0
2024-01-02,15.08,BBDC3,BRADESCO,4545600.0
2024-01-02,10.04,ALPA3,ALPARGATAS,2900.0
2024-01-02,4.6,ALPK3,ESTAPAR,234900.0
2024-01-02,10.23,ALUP3,ALUPAR,14400.0
2024-01-02,3.54,AMAR3,LOJAS MARISA,965800.0
2024-01-02,15.83,AMBP3,AMBIPAR,1379300.0
2024-01-02,2.54,RCSL3,RECRUSUL,4944100.0
2024-01-02,4.62,RDNI3,RNI,26700.0
2024-01-02,27.8,RDOR3,REDE D OR,4877200.0
2024-01-02,3.89,TCSA3,TECNISA,112500.0
2024-01-02,3.58,TECN3,TECHNOS,334800.0
2024-01-02,15.54,TELB3,TELEBRAS,500.0
2024-01-02,0.84,TRAD3,TC,642700.0
2024-01-02,5.57,TRIS3,TRISUL,1668800.0
2024-01-02,35.62,TRPL3,TRAN PAULIST,800.0
2024-01-02,20.66,VLID3,VALID,684400.0
2024-01-02,20.2,BMEB3,MERCANTIL,600.0
2024-01-02,359.71,BMKS3,BIC MONARK,50.0
2024-01-02,13.6,BMOB3,BEMOBI TECH,432700.0
2024-01-02,112.0,BNBR3,NORD BRASIL,100.0
2024-01-02,13.95,CCRO3,CCR SA,4084400.0
2024-01-02,11.16,EPAR3,EMBPAR S/A,41000.0
2024-01-02,7.6,EQPA3,EQTL PARA,3000.0
2024-01-02,35.12,EQTL3,EQUATORIAL,4762600.0
2024-01-02,1.18,ESPA3,ESPACOLASER,2244800.0
2024-01-02,16.2,EUCA3,EUCATEX,1100.0
2024-01-02,12.06,CRFB3,CARREFOUR BR,4574900.0
2024-01-02,5.89,CRIV3,ALFA FINANC,400.0
2024-01-02,19.24,CSAN3,COSAN,5096300.0
2024-01-02,5.2,CSED3,CRUZEIRO EDU,403200.0
2024-01-02,18.26,ENGI3,ENERGISA,6400.0
2024-01-02,1.63,ENJU3,ENJOEI,609000.0
2024-01-02,37.81,MDIA3,M.DIASBRANCO,570900.0
2024-01-02,12.95,MDNE3,MOURA DUBEUX,730100.0
2024-01-02,1.9,MEAL3,IMC S/A,2606900.0
2024-01-02,4.74,MELK3,MELNICK,307900.0
2024-01-02,2.08,MGLU3,MAGAZ LUIZA,115658000.0
2024-01-02,0.43,PDGR3,PDG REALT,5670800.0
2024-01-02,3.11,PDTC3,PADTEC,80800.0
2024-01-02,39.34,PETR3,PETROBRAS,6743900.0
2024-01-02,0.87,AERI3,AERIS,7195300.0
2024-01-02,11.98,AESB3,AES BRASIL,3543200.0
2024-01-02,8.14,AFLT3,AFLUENTE T,3800.0
2024-01-02,26.1,AGRO3,BRASILAGRO,492200.0
2024-01-02,3.54,AGXY3,AGROGALAXY,113500.0
2024-01-02,7.4,ALLD3,ALLIED,38600.0
2024-01-02,25.84,ALOS3,ALLOS,6747600.0
2024-01-02,7.86,CMIN3,CSNMINERACAO,7861400.0
2024-01-02,3.4,COGN3,COGNA ON,24095200.0
2024-01-02,5.69,DMVF3,D1000VFARMA,48600.0
2024-01-02,7.76,DOTZ3,DOTZ SA,5900.0
2024-01-02,4.5,DTCY3,DTCOM-DIRECT,300.0
2024-01-02,7.84,DXCO3,DEXCO,3588600.0
2024-01-02,12.65,BSLI3,BRB BANCO,700.0
